title,author_name,author_url,publication_date,description,category,image_url,url,countries,content_preview,source,lang,content,source_name
"Power: Nigeria Earns $50.36m From Niger, Benin, Togo",,,1727746740,"The Nigerian Electricity Regulatory Commission (NERC) has said that international bilateral customers such as Benin, Togo and Niger paid a total of $50.36...",,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://newtelegraphng.com/power-nigeria-earns-50-36m-from-niger-benin-togo/&ved=2ahUKEwjNk5vnu-yIAxW1EzQIHSIvDaIQxfQBegQIAxAC&usg=AOvVaw1SFzQDAfmDKmu_kyz1dkTk,,,google_news,en,From Google News,New Telegraph
"Oba of Benin visits Borno, advocate policies to safe guard environment",,,1727732340,"The Oba of Benin, HRM, Oba Ewuare II, has sympathised with displaced person's, including those who lost thier lives in Maiduguri flood disaster,...",,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://blueprint.ng/oba-of-benin-visits-borno-advocate-policies-to-safe-guard-environment/&ved=2ahUKEwjNk5vnu-yIAxW1EzQIHSIvDaIQxfQBegQICRAC&usg=AOvVaw0x2nKLPwFApN0RnlpmNavJ,,,google_news,en,From Google News,Blueprint Newspapers Limited
Nigerian Heartbroken After Returning Home From Banned Benin University Without a Degree,,,1727757540,"When the Federal Government of Nigeria declared degree certificates issued by some universities in Benin Republic and Togo invalid, the dreams of many...",,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://fij.ng/article/nigerian-heartbroken-after-returning-home-from-banned-benin-university-without-a-degree/&ved=2ahUKEwjNk5vnu-yIAxW1EzQIHSIvDaIQxfQBegQICBAC&usg=AOvVaw25uHzB9YZXF3wTtl5aM1L6,,,google_news,en,From Google News,FIJ NG
Ogun begins repair of Sagamu-Benin road after Punch report,,,1727757540,The Ogun State Government has commenced the reconstruction of the failed portion of the Sagamu-Ore-Benin Expressway near Sagamu old toll gate to address the...,,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://punchng.com/ogun-begins-repair-of-sagamu-benin-road-after-punch-report/&ved=2ahUKEwjNk5vnu-yIAxW1EzQIHSIvDaIQxfQBegQIBRAC&usg=AOvVaw0XxV6gdL0I-eVQufcSPukT,,,google_news,en,From Google News,Punch Newspapers
Benin ASUU zonal coordinator escapes from kidnappers’ den,,,1727757540,"The Edo State Police Command on Monday said the kidnapped Benin Zonal coordinator of the Academic Staff Union of Universities, Professsor Monday Igbafe,...",,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://punchng.com/benin-asuu-zonal-coordinator-escapes-from-kidnappers-den/&ved=2ahUKEwjNk5vnu-yIAxW1EzQIHSIvDaIQxfQBegQIABAC&usg=AOvVaw1VtYEdetm_GHRGm9h_ZijE,,,google_news,en,From Google News,Punch Newspapers
"Borno Flood: Oba Of Benin Advocates Policies, Practices To Protect Environment",,,1727757540,"The Oba of Benin, His Royal Majesty Ewuare II, has tasked stakeholders, including governments and traditional rulers to walk the talk on climate change and.",,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://leadership.ng/borno-flood-oba-of-benin-advocates-policies-practices-to-protect-environment/&ved=2ahUKEwjNk5vnu-yIAxW1EzQIHSIvDaIQxfQBegQIBxAC&usg=AOvVaw2yhAa6hdX4s7iPFXs9VV7e,,,google_news,en,From Google News,Leadership News
"Oba of Benin visits Shehu of Borno, offers support to flood victims",,,1727753940,"In a show of solidarity, Oba of Benin, Ewuare II, visited the Shehu of Borno, Abubakar Garbai Al-Amin Elkanemi, to offer support to the victims of the...",,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.vanguardngr.com/2024/09/oba-of-benin-visits-shehu-of-borno-offers-support-to-flood-victims/&ved=2ahUKEwjNk5vnu-yIAxW1EzQIHSIvDaIQxfQBegQIBhAC&usg=AOvVaw1W-7D7dks7_D3olgcoOCQm,,,google_news,en,From Google News,Vanguard News
"Benin ASUU Zonal Coordinator, Monday Igbafe Escapes From Kidnappers Due To Police Pressure",,,1727750340,"Prof. Monday Igbafe, Benin Zonal Coordinator of the Academic Staff Union of Universities (ASUU) who was reportedly kidnapped by unknown gunemen and taken...",,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","https://www.gistmania.com/talk/topic,604755.0.html&ved=2ahUKEwjNk5vnu-yIAxW1EzQIHSIvDaIQxfQBegQIBBAC&usg=AOvVaw1cFlB8ttUOzuIpEjEYwdCp",,,google_news,en,From Google News,Gistmania
Benin ASUU zonal coordinator escapes from kidnappers due to Police pressure,,,1727746740,"Prof. Monday Igbafe, Benin Zonal Coordinator of the Academic Staff Union of Universities (ASUU) has escaped from the captivity of kidnappers in Edo.",,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.pulse.ng/news/local/benin-asuu-zonal-coordinator-escapes-from-kidnappers-due-to-police-pressure/w82b3fr&ved=2ahUKEwjNk5vnu-yIAxW1EzQIHSIvDaIQxfQBegQIAhAC&usg=AOvVaw09acqSzmPunbNjIx3ll54f,,,google_news,en,From Google News,Pulse Nigeria
Benin zonal coordinator of ASUU escapes from kidnappers’ den,,,1727743140,"The Benin zonal coordinator of the Academic Staff Union of Universities (ASUU), Prof. Monday Igbafen, has escaped from his kidnappers after being seized at...",,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://thenationonlineng.net/benin-zonal-coordinator-of-asuu-escapes-from-kidnappers-den/&ved=2ahUKEwjNk5vnu-yIAxW1EzQIHSIvDaIQxfQBegQIARAC&usg=AOvVaw32KZXP9BuREsqwq1NuQDW7,,,google_news,en,From Google News,The Nation Newspaper
